Speech Duration,Pitch,Speech Rate,Jitter,Shimmer,MFCCs,Mood
5.04,213.08,204,0.099,0.065,"[-1.858, -4.844, 5.157, -7.845, -2.796, -7.174, 2.933, 7.002, -4.195, -2.466, -7.728, -8.125, 1.483]",Excited
13.89,121.69,56,0.09,0.062,"[7.007, 3.203, 1.921, 5.532, -3.154, -2.42, -7.031, 4.229, -7.791, -9.152, -5.07, 5.432, 4.269]",Bored
6.05,288.7,142,0.03,0.044,"[-7.69, 4.284, -1.115, -1.616, -6.119, -4.621, -9.112, -3.286, -3.037, 2.206, 5.987, 0.661, 8.059]",Surprised
12.61,217.17,90,0.062,0.02,"[-8.382, -3.246, 9.321, 4.754, 2.756, -1.162, -3.486, 8.368, 7.072, 2.811, 0.766, -5.767, 1.57]",Confused
8.75,265.47,179,0.018,0.023,"[-7.37, 2.118, 9.298, 7.235, 4.861, 2.495, 1.801, 9.076, -2.843, 2.611, -5.804, -5.989, 7.548]",Angry
6.65,297.92,136,0.026,0.045,"[-3.686, -4.581, -6.099, -1.465, -8.179, -1.41, 9.531, -1.564, -6.226, 3.846, 3.963, 7.972, -7.033]",Surprised
5.29,216.96,167,0.035,0.018,"[0.872, -9.478, 7.602, 4.084, -5.118, -5.226, 4.123, 3.746, -6.366, 5.714, -1.249, -1.142, 4.6]",Excited
8.45,173.73,83,0.047,0.031,"[-7.543, -5.13, -3.475, -7.451, 0.277, 3.761, -0.976, -8.972, 5.153, -4.718, 2.229, 1.541, -0.795]",Confused
7.08,199.22,124,0.053,0.06,"[-9.658, 1.365, -9.392, -9.607, -9.065, 2.899, 2.076, 0.673, 1.808, 2.161, 8.162, -7.375, 0.633]",Happy
17.87,127.89,72,0.081,0.062,"[-5.489, -4.983, -8.836, 8.92, -8.039, 7.472, -1.142, -5.347, 8.247, -8.852, -0.815, 9.708, -7.205]",Bored
6.1,264.21,182,0.024,0.099,"[-4.333, 2.272, 8.189, 1.47, 8.477, -3.029, 2.354, 8.444, 2.708, -5.935, 2.641, 4.552, 7.019]",Excited
4.37,231.03,136,0.072,0.012,"[4.371, -9.162, 9.52, -2.196, -4.511, 4.463, 7.348, -4.228, -0.863, -8.3, -4.723, -9.8, -1.424]",Surprised
8.7,209.58,133,0.099,0.07,"[-4.965, -8.71, 4.534, 2.97, -1.59, -6.551, -5.327, -2.736, -7.803, 0.033, 7.457, -3.609, -0.994]",Happy
17.89,168.61,110,0.092,0.042,"[-7.569, -4.218, -0.207, -7.802, 8.396, -9.449, -7.158, 9.404, -6.714, -9.301, 0.308, -5.606, -6.555]",Calm
5.52,193.79,162,0.069,0.081,"[5.711, 6.036, 1.433, -7.423, 5.222, -0.854, 5.392, 4.222, -3.504, -4.205, -2.442, 5.533, -7.167]",Happy
5.29,242.05,204,0.059,0.057,"[0.639, -8.672, -8.302, -6.989, -6.482, 8.704, -4.306, 3.298, -4.762, 6.706, -8.591, -1.272, -0.522]",Excited
8.8,212.41,151,0.075,0.078,"[9.573, -5.503, -7.68, 6.21, 1.522, -0.326, -2.343, -6.823, -9.059, -7.312, 0.084, 9.235, 6.573]",Happy
6.65,293.15,136,0.097,0.028,"[0.838, 4.082, -1.045, -9.501, -7.961, 9.413, -1.094, -5.948, 6.06, -0.255, 1.679, -2.963, 1.349]",Surprised
17.17,105.31,53,0.085,0.051,"[5.795, -5.803, -7.344, 0.168, 6.213, -6.057, -8.884, 6.03, 1.093, 2.401, -2.236, -2.385, -2.475]",Sad
13.23,154.92,96,0.092,0.033,"[1.456, -6.115, -3.705, -6.311, -0.849, 1.94, -6.136, 2.539, -1.641, -3.761, -0.94, -1.766, 4.796]",Neutral
12.56,145.01,93,0.079,0.097,"[3.765, -3.925, 5.748, -5.262, -5.873, -6.386, -6.384, 6.465, 5.182, -9.649, 5.521, 3.165, 6.344]",Neutral
6.44,324.51,146,0.043,0.075,"[0.906, 9.475, -8.666, -2.533, -6.146, 2.094, 1.547, -3.275, 3.622, 1.532, 3.663, 1.466, -9.403]",Angry
8.73,228.55,172,0.049,0.035,"[-9.054, 8.501, -2.379, -7.15, -6.937, -8.697, -9.944, -0.31, 6.435, 2.631, -7.094, -1.836, 3.146]",Excited
12.09,123.91,67,0.079,0.062,"[-9.194, -0.699, 1.551, -8.554, 3.837, -5.277, -3.554, -1.399, 0.296, -3.657, 7.903, 3.551, -6.52]",Bored
6.99,273.2,170,0.023,0.099,"[6.665, 9.149, -5.304, -2.78, 7.854, 3.206, -2.877, -4.376, -9.444, -9.637, 6.637, 9.524, 8.882]",Surprised
16.51,161.15,101,0.093,0.045,"[-5.177, -4.003, -5.165, 4.478, 1.516, -7.892, -7.497, 0.839, 0.511, -2.518, -0.263, 4.527, 7.45]",Calm
9.1,199.98,106,0.093,0.023,"[-3.549, 7.989, 0.703, 9.384, -5.092, 7.925, -8.276, 3.596, 1.073, 9.008, -0.013, 5.189, -2.551]",Confused
11.64,149.06,99,0.09,0.026,"[4.009, -8.136, 3.416, -2.857, 1.391, -7.593, -8.904, 7.816, -0.857, 8.896, -9.533, -9.567, 7.479]",Neutral
9.57,175.83,96,0.043,0.028,"[3.852, -8.675, -3.859, 9.441, -8.26, -9.047, 9.677, -0.539, -1.17, -8.915, -5.577, -9.915, -2.433]",Confused
5.31,202.28,172,0.1,0.016,"[8.105, -7.579, -9.24, 7.343, -2.673, -9.485, -7.126, -4.966, -7.129, -7.242, 6.828, 2.912, -8.74]",Happy
6.26,276.21,132,0.014,0.073,"[-1.191, -3.569, -7.813, 6.04, -2.822, -0.389, -7.475, 8.678, -1.854, -5.77, -3.734, 5.219, 8.1]",Surprised
4.44,255.67,158,0.092,0.014,"[5.801, 6.559, -0.111, -4.497, 9.035, 8.541, -7.109, 3.566, -9.033, -0.063, 6.447, -0.926, 9.292]",Surprised
10.64,148.56,122,0.022,0.049,"[3.248, 1.649, 2.345, -7.718, 8.298, 7.689, 2.559, 0.573, -0.856, 3.727, -7.761, -1.361, 0.969]",Neutral
7.14,232.73,141,0.024,0.062,"[-0.361, -8.903, -8.802, 8.855, 7.947, 1.286, 5.536, -6.049, -1.209, -5.812, 0.714, 4.236, 4.543]",Happy
13.28,108.29,74,0.05,0.038,"[-9.698, -4.873, -4.497, -2.173, 8.969, -2.582, 2.703, -8.263, -5.979, 1.377, -6.715, 0.326, 9.708]",Sad
13.25,173.25,113,0.087,0.085,"[1.761, 2.289, -8.716, 7.479, 4.13, -8.589, -8.308, 9.796, 4.267, -5.769, 9.495, 7.26, -4.42]",Calm
6.44,276.78,162,0.079,0.017,"[9.768, 1.142, -1.945, 5.53, 1.231, 7.083, -7.939, -5.737, 2.442, 9.977, -7.087, -0.272, 6.1]",Surprised
17.47,144.35,86,0.065,0.045,"[-3.746, -1.585, -1.175, -7.982, 2.729, 9.594, -7.833, -0.358, 4.689, 0.73, 0.359, -5.227, 4.791]",Sad
5.91,249.65,144,0.059,0.017,"[1.634, -2.023, -7.513, 3.293, -5.967, -1.778, -8.809, -6.996, 4.681, 1.444, -2.056, 4.425, 3.756]",Surprised
13.67,145.14,78,0.061,0.048,"[-6.241, 7.866, -0.377, -8.854, -0.8, 8.39, -9.289, 7.595, -7.741, 9.585, 1.188, -2.362, -7.278]",Bored
9.74,225.48,216,0.017,0.03,"[8.215, -1.61, 4.053, -2.131, 0.862, 3.43, -5.407, -7.43, 0.493, 3.545, 2.447, -4.963, 1.718]",Excited
9.95,197.72,121,0.053,0.045,"[2.232, 1.32, 0.957, 7.772, -0.739, 4.819, 1.455, 9.216, 9.223, -7.182, -3.308, -0.054, -3.239]",Fearful
6.8,329.64,152,0.095,0.023,"[-8.337, -5.438, 5.321, -3.765, 8.698, -4.623, 7.777, -1.75, -5.926, 7.705, 2.416, 3.053, -9.919]",Angry
12.94,166.24,106,0.093,0.093,"[9.97, 6.914, -9.767, 0.664, 9.411, 0.379, -8.538, -9.155, -5.422, -6.749, 5.624, 5.19, -1.849]",Neutral
9.21,197.14,179,0.072,0.078,"[-7.297, -0.275, -7.208, -6.356, -1.369, 7.296, 0.136, -0.101, -0.812, 8.471, -5.096, -0.117, -0.685]",Happy
17.8,175.21,115,0.069,0.084,"[6.848, -6.544, -6.137, -9.785, -3.236, 1.869, -2.643, 3.739, -1.193, 4.028, 5.385, 7.738, 1.801]",Calm
4.44,269.35,162,0.022,0.087,"[-7.103, -1.967, 6.741, 8.88, -3.358, -9.478, 1.983, 0.571, -6.702, -7.453, 0.849, 3.684, 7.3]",Surprised
9.17,313.98,159,0.011,0.047,"[6.29, 3.303, -7.17, -6.789, 5.63, 9.473, 3.643, -8.397, 8.087, 7.193, 9.09, -1.913, -5.293]",Angry
6.61,248.98,161,0.064,0.06,"[5.103, -0.157, -4.899, 0.338, -7.06, 4.228, 9.065, 6.203, -8.056, 5.947, 3.724, -3.392, -1.749]",Surprised
17.7,141.34,84,0.014,0.033,"[3.816, -0.127, -1.402, -5.31, 0.457, -6.081, -1.913, 2.48, -4.132, -9.272, 4.238, -9.729, -1.999]",Sad
9.89,166.25,124,0.086,0.066,"[-9.549, 5.742, 1.804, 5.776, -3.644, -9.471, -6.076, 5.942, -6.72, -1.093, 5.436, 7.123, -5.027]",Neutral
10.26,144.62,111,0.098,0.091,"[-0.959, -1.676, 6.068, 4.116, 1.402, -3.226, 8.431, 9.489, -0.42, -9.156, -9.347, 2.616, -3.23]",Calm
3.52,290.61,161,0.049,0.043,"[5.317, -5.86, -1.805, 6.91, 8.288, 6.121, -5.396, -5.441, -6.787, 2.448, 3.69, 0.513, -5.329]",Surprised
6.87,271.29,164,0.061,0.031,"[-8.848, -2.746, 1.228, 8.358, -8.621, 6.318, 4.505, 6.38, 5.192, -4.7, 1.52, 8.232, 7.082]",Angry
10.92,148.5,56,0.054,0.061,"[-0.082, -4.749, -8.99, -5.459, 6.407, 1.997, -8.783, -2.854, 9.059, -7.211, 3.268, -9.642, -1.183]",Bored
5.01,265.44,166,0.09,0.068,"[3.387, 5.92, -7.378, 6.835, -3.872, 3.971, -2.475, 0.209, 2.321, -8.208, -4.761, -3.307, -0.202]",Angry
11.28,135.71,57,0.046,0.055,"[-3.867, 9.971, 5.203, -7.382, 1.544, 6.356, -4.354, -1.28, -2.442, 9.791, 3.079, -5.101, 9.679]",Bored
8.72,206.57,126,0.011,0.045,"[3.404, 5.035, 1.085, 3.192, -6.49, 5.18, 0.47, 1.52, -5.558, 5.654, -8.74, -2.697, 9.236]",Happy
11.23,112.71,74,0.077,0.011,"[8.371, -3.063, 0.072, 9.301, -7.696, 8.918, 6.785, 6.743, 8.317, 8.147, 0.651, -6.284, 0.339]",Sad
10.53,152.94,82,0.028,0.026,"[-6.918, -8.469, 3.607, -1.463, -5.869, -3.527, -5.308, -3.792, -9.482, 2.19, -2.903, -4.02, 5.003]",Confused
12.26,155.03,92,0.041,0.07,"[3.799, 5.566, -2.52, -8.435, 9.939, -4.241, 0.369, 3.196, 0.978, 0.334, 9.597, 9.536, 0.673]",Neutral
13.83,149.91,121,0.017,0.013,"[-6.506, -9.537, 5.728, -3.3, -8.99, -3.69, 8.546, -9.512, 9.065, 8.398, 0.938, 4.192, 6.478]",Neutral
3.84,276.48,165,0.024,0.063,"[6.2, -3.468, 0.81, 4.374, -8.071, 6.934, -8.742, 9.974, 2.743, -6.736, 5.609, 0.512, 2.398]",Surprised
9.57,240.85,153,0.061,0.054,"[5.063, 0.207, 2.781, -2.519, 1.554, 0.742, 1.75, 4.716, -5.309, 1.751, 7.514, 5.822, -0.316]",Happy
9.57,191.23,171,0.088,0.032,"[8.422, 6.468, -9.359, 5.407, -6.23, 7.094, -9.016, 3.338, -3.457, -1.952, 9.468, 6.439, 0.587]",Happy
5.6,234.07,210,0.08,0.089,"[-7.993, 7.287, -1.694, 3.177, -3.303, 9.799, 4.095, -7.61, 4.81, 0.424, 7.512, 0.697, 3.429]",Excited
13.06,165.38,116,0.066,0.063,"[8.02, 4.32, -2.099, 9.908, 9.85, 8.206, 7.423, -4.434, -6.673, 7.03, -9.637, 9.473, -7.174]",Confused
5.04,242.48,128,0.087,0.094,"[-2.751, 2.926, -3.584, -9.662, -3.178, 2.687, -0.639, 8.147, 7.834, -6.466, -2.83, 6.528, 7.58]",Happy
14.04,173.43,95,0.023,0.014,"[3.391, -3.912, -6.949, -6.628, 0.612, -2.349, 5.311, -9.625, -7.677, -8.823, -6.707, 3.501, -5.483]",Neutral
17.28,160.93,123,0.095,0.059,"[-9.257, 0.375, 8.753, 6.827, -1.384, 5.325, -7.46, -8.252, -7.16, 0.727, -7.967, 0.065, 0.203]",Calm
9.06,172.32,92,0.06,0.051,"[7.49, -2.424, 7.818, 2.658, -8.724, -1.473, -3.492, 9.641, 0.714, 6.161, 2.674, 3.147, -6.285]",Neutral
11.04,194.43,105,0.065,0.056,"[-6.948, -8.34, -7.621, 4.322, -0.572, -4.59, -7.549, -7.783, 3.136, 2.453, 6.043, 7.057, 5.934]",Confused
10.33,158.67,56,0.076,0.078,"[7.787, -3.508, 3.094, -4.359, 4.436, 3.861, 4.256, 3.868, 6.037, 0.136, -3.868, -8.919, 5.412]",Bored
17.35,178.21,108,0.015,0.08,"[3.655, -9.44, 6.667, -8.818, -9.18, -1.554, 0.202, 2.73, 4.67, -7.901, 8.234, 4.435, -9.145]",Calm
8.11,267.75,219,0.03,0.072,"[0.754, -9.054, 7.853, 9.777, -5.928, 2.113, -8.537, -3.669, -2.196, -7.614, 7.439, 1.074, -2.75]",Excited
11.8,150.06,94,0.025,0.027,"[5.451, 0.689, -7.761, 3.317, 7.587, -3.194, 7.625, -3.752, -9.068, -4.157, -5.033, -7.042, 3.529]",Neutral
14.12,128.35,75,0.053,0.082,"[-5.447, -1.55, -5.11, 6.446, 0.392, 7.53, -7.584, -5.944, -2.452, -8.082, 0.052, 8.531, -5.583]",Bored
12.67,142.57,89,0.088,0.038,"[4.475, 8.832, -1.132, 1.99, -1.561, -4.757, 5.969, -7.849, 8.344, -3.174, -3.916, -5.559, 3.265]",Sad
10.81,260.59,175,0.058,0.059,"[1.128, 6.619, 9.415, -6.484, -1.276, -7.789, -6.955, -4.857, 5.642, 4.98, -5.16, 6.793, -8.094]",Excited
10.7,121.79,61,0.1,0.058,"[-3.387, -5.042, -6.952, -5.525, 6.402, 8.637, -4.475, -8.622, -9.134, -9.473, -1.611, 2.539, -9.491]",Sad
12.38,213.28,144,0.026,0.032,"[1.904, -0.824, -1.168, 5.484, 8.278, -6.643, -4.923, 5.993, -6.022, 7.628, 1.447, 6.553, 8.014]",Fearful
17.57,132.17,52,0.012,0.073,"[-9.742, -0.399, -5.406, -8.839, 3.188, 5.009, -6.169, -7.366, -0.943, -4.948, 7.064, -9.942, -5.342]",Sad
9.25,164.01,90,0.089,0.081,"[-9.006, 8.343, -5.991, 0.689, 7.599, -3.894, 1.174, 4.327, 8.928, 7.275, 0.91, -5.974, -2.951]",Confused
17.98,161.9,70,0.023,0.012,"[7.459, -4.754, -0.799, -3.164, -3.225, -4.041, -8.117, 5.074, -9.169, 8.768, -6.378, 7.226, 5.886]",Bored
6.33,219.6,175,0.013,0.053,"[-0.437, -4.393, -1.495, 3.72, 9.671, 0.089, -0.324, 0.713, 4.166, -4.375, -0.083, 2.627, -3.847]",Happy
19.28,128.75,90,0.018,0.068,"[-4.352, -7.217, -6.037, -5.712, -4.725, -5.733, 4.224, -3.774, -3.288, 5.877, 3.934, -9.317, 6.482]",Sad
4.64,232.18,152,0.043,0.024,"[8.513, -4.571, 8.693, 0.417, -8.998, 2.327, 5.942, -5.424, -4.085, 1.589, 7.077, -0.06, -3.612]",Surprised
10.35,254.35,130,0.053,0.015,"[-3.748, -0.372, 3.294, -7.303, -1.563, 8.419, -8.019, 2.727, -8.247, 9.618, -5.677, 4.455, -7.925]",Fearful
8.4,228.24,124,0.036,0.043,"[9.764, 7.594, 9.065, -8.013, -7.204, 5.058, 8.946, 3.791, -3.273, -8.697, -9.207, -7.906, -6.98]",Happy
12.83,169.52,111,0.061,0.072,"[-4.407, -6.284, -2.312, -3.07, 1.81, 4.468, 9.087, -7.299, 5.294, -4.438, 1.354, 7.641, -1.371]",Neutral
6.92,204.73,165,0.095,0.065,"[5.212, 5.549, -6.2, 3.636, 3.082, -7.857, -9.535, 2.59, -0.997, -2.759, 9.271, 1.233, -8.255]",Excited
5.06,235.77,169,0.03,0.072,"[9.317, -9.968, 8.446, -4.489, -4.938, 5.024, -7.933, 8.728, -7.41, -7.923, 2.623, 7.244, 3.218]",Surprised
5.07,264.83,159,0.013,0.036,"[-3.302, -2.328, 2.269, 2.161, 2.278, 9.893, -7.477, 4.625, 4.509, 1.531, 1.714, -0.44, -6.139]",Surprised
4.55,287.43,147,0.079,0.017,"[2.534, -4.529, -5.902, 6.393, 8.648, 3.093, 6.72, -1.059, -5.778, -7.694, 6.702, -1.268, 8.637]",Surprised
9.66,243.28,135,0.088,0.085,"[-0.599, -9.877, 5.49, 2.508, 3.279, -0.824, -8.664, -1.442, 9.348, -8.458, -2.467, 6.194, 0.511]",Happy
11.49,190.78,120,0.016,0.099,"[-9.51, 5.81, -4.564, 8.201, -4.701, 3.622, -2.454, 5.886, 3.565, 7.582, -6.334, 6.694, 9.664]",Confused
8.58,209.65,186,0.033,0.079,"[5.789, -9.745, -8.132, 9.69, 3.451, 4.803, 6.622, 8.228, 4.7, 3.508, -4.21, 0.092, 2.123]",Excited
4.82,265.84,136,0.087,0.061,"[1.61, 4.888, -5.754, -0.601, -1.779, -6.321, -5.346, -2.16, -4.52, -8.646, -6.481, 5.063, 8.412]",Surprised
5.51,202.12,172,0.037,0.044,"[-6.404, -5.689, -9.832, -6.917, -9.466, 0.582, 9.799, -9.714, 6.624, -2.594, 3.58, 7.266, -6.236]",Happy
17.99,166.55,105,0.04,0.026,"[1.703, -8.77, -1.569, -2.395, 7.129, 2.928, 3.164, 8.74, -9.5, -0.812, 7.364, -9.581, -7.511]",Calm
11.58,154.82,83,0.087,0.049,"[-9.1, 4.587, -8.247, -9.048, -0.117, -0.676, -9.061, -8.199, -4.121, -3.219, -9.194, 2.674, 9.147]",Confused
14.42,155.15,125,0.025,0.074,"[-2.062, -8.279, 7.162, -7.594, 4.263, -2.211, 5.243, -0.702, -8.919, 9.176, 1.298, -2.572, 6.062]",Neutral
6.57,243.03,156,0.046,0.057,"[3.293, -5.258, 6.846, -8.799, 8.834, 0.98, -1.853, 5.402, -3.999, -4.874, 3.267, -0.985, -6.941]",Happy
18.48,141.62,54,0.022,0.098,"[-0.646, 9.303, 8.061, 4.521, -9.875, -6.069, 3.429, 3.474, 0.869, -2.582, -3.617, 0.48, 2.951]",Sad
6.22,248.06,157,0.022,0.028,"[-4.696, 3.439, -9.502, -8.383, -1.198, -8.921, -0.603, -4.404, 1.247, -6.25, 7.503, -2.201, 3.133]",Surprised
6.93,184.91,156,0.082,0.032,"[-9.5, -6.757, -7.111, 9.405, 4.649, -8.676, -1.805, 4.001, -7.052, 7.38, 4.422, 3.339, 9.097]",Happy
13.16,143.59,76,0.046,0.07,"[1.545, -5.788, 4.943, 3.116, -3.528, -1.509, 0.074, -7.045, 4.806, 6.797, -5.976, -5.522, 3.966]",Bored
12.49,115.91,55,0.095,0.028,"[6.352, 6.501, 0.15, -8.662, -8.94, -7.409, -0.715, 8.737, 5.087, -4.698, -1.777, -9.939, 3.719]",Sad
18.75,126.27,76,0.094,0.049,"[-0.453, -1.907, 5.562, -2.105, 6.407, -7.742, 4.969, -8.16, -0.423, 0.208, 2.076, 5.731, 5.501]",Bored
10.83,139.23,55,0.016,0.064,"[-7.688, 8.506, -6.773, 7.732, -2.79, 2.09, 9.038, -9.777, 0.429, 9.201, -6.859, 6.034, -6.616]",Bored
15.21,188.6,79,0.097,0.05,"[-9.78, -1.696, -7.918, 9.042, -3.346, -0.815, -9.022, -2.729, -0.19, 7.269, 1.307, -9.414, -7.61]",Confused
8.16,188.58,93,0.044,0.083,"[-0.102, 2.664, -8.385, -3.785, -5.508, -0.975, 0.119, 5.352, 5.62, -9.078, -9.318, -2.838, 0.141]",Confused
7.2,244.29,110,0.065,0.047,"[-1.556, -7.213, -2.507, 2.084, -3.779, 9.565, -2.464, 3.268, -3.404, -2.645, -3.844, -0.483, 1.552]",Fearful
5.39,213.14,155,0.044,0.024,"[-5.42, -2.05, 1.89, -5.182, 4.235, -0.873, -2.589, 5.033, 4.215, 6.677, 0.145, -3.516, 9.44]",Happy
13.84,145.63,127,0.06,0.03,"[-5.877, -8.375, -5.053, 1.577, -2.418, -5.942, 4.083, 2.219, 3.83, 6.822, 6.164, -6.037, 1.812]",Calm
16.98,123.09,89,0.049,0.035,"[0.699, -8.04, -6.646, 9.731, -6.098, 3.67, -7.029, 3.464, 6.524, -5.398, -2.021, -1.555, -9.125]",Sad
14.19,120.21,74,0.082,0.073,"[-8.508, 7.608, 2.657, -0.583, 8.448, -6.098, 3.347, -1.703, -6.987, 3.885, 5.654, 0.447, -3.727]",Bored
6.82,260.7,170,0.078,0.092,"[7.307, 2.768, -8.241, -4.638, 1.676, 5.235, -9.051, -4.546, 1.818, -8.238, -7.991, -1.637, 6.218]",Excited
11.61,261.8,129,0.052,0.014,"[-9.834, 6.656, -1.983, 2.474, 1.519, 3.346, -0.376, -3.818, 6.371, -3.217, -0.389, 9.852, -7.087]",Fearful
8.79,269.74,119,0.041,0.066,"[3.38, 2.282, 9.51, 5.881, 0.956, -8.881, -4.899, -1.959, -6.163, -4.583, 6.0, -4.427, 5.737]",Fearful
13.79,130.26,58,0.054,0.081,"[-4.861, 9.909, 4.798, -4.344, 1.441, -3.235, -9.538, -6.037, 8.133, -8.885, -6.474, 6.134, 1.625]",Bored
5.57,216.78,172,0.015,0.064,"[-5.795, 1.718, 2.374, -6.087, 6.292, 7.8, -7.312, -8.134, 9.208, -4.522, -2.725, 6.791, 6.168]",Excited
5.68,223.61,159,0.029,0.058,"[-2.572, 5.152, 9.23, 0.046, -1.906, -7.668, 3.294, -9.732, 4.638, 2.697, 6.361, 4.299, 7.636]",Happy
15,150.76,104,0.094,0.013,"[5.334, 6.603, 1.843, -0.92, 5.196, -9.748, 9.882, -3.769, -3.967, -1.782, -3.498, 4.653, 9.36]",Confused
14.97,119.13,77,0.099,0.09,"[8.708, -5.08, -1.78, -7.483, 1.665, -9.372, -4.491, 8.533, -2.059, -2.797, -6.511, 5.913, 8.924]",Sad
14.23,148.71,77,0.08,0.074,"[7.856, 1.765, 1.454, 3.455, -7.475, -2.047, 0.141, 9.835, 1.418, 2.85, -3.551, 4.284, 5.486]",Bored
8.25,208.44,116,0.051,0.032,"[-8.119, 7.421, -2.816, 3.109, 1.628, 9.483, 0.148, -5.981, 9.342, -0.542, -7.345, 7.715, -0.861]",Fearful
4.97,256.67,136,0.068,0.028,"[-6.996, 7.487, 7.937, -9.527, 5.513, 0.161, 4.92, 1.245, -8.418, -9.508, 9.815, 0.701, -5.362]",Surprised
9.13,267.31,153,0.045,0.034,"[-0.142, -2.422, -0.017, -6.643, -7.435, 2.989, -1.721, 2.476, -9.913, -7.776, -9.164, -7.859, -1.683]",Excited
13.26,124.06,68,0.082,0.011,"[-8.151, -6.322, -5.311, 9.67, 5.516, 1.98, -1.243, 5.183, -3.254, 1.371, 1.601, 8.839, 1.24]",Bored
14.62,181.42,128,0.041,0.048,"[-3.968, -5.799, 1.216, 5.154, -4.578, -9.797, -5.169, 6.945, -7.025, 1.771, -6.477, 7.213, 9.075]",Fearful
7.12,192.42,128,0.024,0.021,"[-9.64, 7.876, 5.657, 0.67, 7.902, 7.669, 6.131, -3.98, -0.934, -4.113, 2.747, -5.441, -4.134]",Fearful
10.89,245.35,160,0.05,0.047,"[-5.782, 7.528, 4.54, -3.161, 0.438, 7.715, 9.197, 0.432, -3.998, 6.934, 3.51, 8.669, -0.754]",Fearful
6.82,204.32,172,0.056,0.028,"[-3.945, 8.756, 1.419, -8.542, -7.136, 1.059, -1.957, 7.0, 7.627, -0.688, 5.582, 9.019, 1.886]",Happy
17.19,148.86,118,0.072,0.019,"[-5.486, -7.573, 5.98, 7.575, -5.762, -3.45, -5.995, -6.53, 2.559, 8.247, 6.063, 5.141, -5.585]",Calm
10.69,140.01,67,0.091,0.041,"[-4.156, -8.64, 3.39, -5.093, -9.811, -7.671, 0.646, -8.586, 6.074, -6.403, -8.807, -9.34, 2.274]",Bored
10.52,162.05,82,0.068,0.073,"[-8.76, 9.374, -2.574, -2.969, -4.795, -0.037, 2.235, -3.238, 1.768, -8.441, -1.448, 6.395, 2.616]",Confused
4.67,297.6,162,0.081,0.038,"[-1.782, -6.395, 8.025, -8.377, -5.218, 2.098, 7.058, 9.851, 4.601, -3.119, 0.651, -6.715, 3.819]",Surprised
16.28,163.55,103,0.03,0.06,"[8.639, 8.311, 0.779, -1.923, 1.277, -6.378, -7.858, 0.242, -8.613, 3.274, -0.697, -5.867, -8.857]",Calm
14.45,156.54,101,0.081,0.014,"[-5.93, 7.225, -2.864, -2.257, -7.022, -1.971, -9.555, 9.286, -7.82, -0.743, -7.028, 5.257, 3.326]",Calm
8.52,230.01,138,0.018,0.082,"[-9.621, -0.245, -1.743, 3.871, 2.608, -3.754, -0.827, -2.588, -7.881, 2.625, 4.666, 5.659, 6.767]",Fearful
9.94,187.77,135,0.057,0.042,"[-2.371, -1.718, 7.646, 1.969, 4.556, -0.186, -4.963, 6.378, -0.631, -7.25, -0.409, 5.072, 1.382]",Happy
12.34,260.17,128,0.069,0.034,"[-2.885, -0.859, -7.384, 4.96, 0.241, 9.314, -0.094, -7.463, 1.074, 6.156, 6.355, 8.251, -8.902]",Fearful
14.91,174.22,82,0.055,0.016,"[-8.217, -5.159, 8.514, 1.513, -2.374, -6.803, -0.626, 7.207, -4.034, 4.607, -0.559, 0.187, 2.892]",Confused
10.9,251.57,158,0.018,0.056,"[-5.113, -0.996, 8.745, -9.751, 9.501, 0.289, 4.98, 8.793, 7.357, -6.321, 8.273, 9.418, 5.563]",Fearful
11.11,123.62,73,0.079,0.077,"[-7.096, -6.383, -3.614, 5.38, -2.666, 0.042, -2.053, 7.128, -3.241, 0.591, -2.431, -3.176, -2.744]",Sad
15.44,131.82,55,0.089,0.016,"[-6.738, 6.249, -2.388, -0.127, 9.665, -1.107, -5.057, -6.336, 6.951, 3.644, -8.756, -8.497, 2.794]",Sad
9.28,217.61,133,0.045,0.016,"[9.191, -3.272, 8.968, -2.518, 0.658, -5.095, -8.641, -5.392, -3.922, 3.22, 3.483, 0.693, 8.256]",Fearful
18.31,137.05,66,0.045,0.09,"[1.486, -5.873, -8.609, 1.919, 3.19, 8.762, 9.811, -0.123, -5.518, -1.838, -4.265, 6.779, -3.895]",Bored
14.87,171.02,118,0.052,0.07,"[4.632, 4.113, -9.038, -7.277, -9.732, -5.392, 0.773, 9.857, 1.678, -6.021, -9.467, -7.221, -0.643]",Calm
5.55,263.14,177,0.089,0.022,"[-1.477, -8.185, 8.678, 5.63, 7.196, -1.975, -6.25, -2.302, 5.629, 2.058, 8.23, -6.706, 4.597]",Angry
17.02,130.95,87,0.082,0.017,"[9.684, 8.357, 2.345, 3.101, -4.031, 4.685, 2.802, -5.417, -2.217, 3.381, -8.106, -9.974, -3.397]",Sad
17.96,159.75,95,0.073,0.085,"[7.58, -8.541, 4.127, -7.315, 7.785, 1.511, 7.576, -2.309, 7.234, 0.471, -2.749, 5.621, 8.705]",Calm
10.05,125.92,60,0.08,0.013,"[7.262, -8.804, 5.184, 9.837, -0.789, 2.995, -7.324, 5.808, 3.14, -4.425, 8.563, 6.993, -7.992]",Bored
15.55,168.64,97,0.041,0.05,"[9.802, -6.113, 0.008, 7.594, -4.837, 4.828, -1.963, 4.141, 0.902, 9.99, 0.627, -3.999, 2.82]",Confused
